IndicatorCode,IndicatorLabel,Year,Countries_With_Data,Countries_Missing,Total_Records,Coverage_Pct
NCD_BMI_18A,Underweight_Adults_BMI18minus_AgeStd_Pct,2020,612,0,204,295.7
NCD_BMI_18A,Underweight_Adults_BMI18minus_AgeStd_Pct,2021,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2000,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2001,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2002,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2003,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2004,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2005,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2006,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2007,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2008,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2009,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2010,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2011,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2012,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2013,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2014,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2015,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2016,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2017,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2018,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2019,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2020,612,0,204,295.7
NCD_BMI_18C,Underweight_Adults_BMI18minus_Crude_Pct,2021,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2000,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2001,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2002,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2003,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2004,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2005,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2006,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2007,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2008,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2009,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2010,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2011,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2012,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2013,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2014,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2015,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2016,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2017,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2018,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2019,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2020,612,0,204,295.7
NCD_BMI_25A,Overweight_Adults_BMI25plus_AgeStd_Pct,2021,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2000,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2001,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2002,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2003,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2004,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2005,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2006,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2007,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2008,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2009,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2010,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2011,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2012,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2013,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2014,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2015,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2016,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2017,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2018,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2019,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2020,612,0,204,295.7
NCD_BMI_25C,Overweight_Adults_BMI25plus_Crude_Pct,2021,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2000,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2001,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2002,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2003,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2004,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2005,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2006,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2007,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2008,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2009,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2010,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2011,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2012,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2013,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2014,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2015,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2016,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2017,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2018,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2019,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2020,612,0,204,295.7
NCD_BMI_30A,Obesity_Adults_BMI30plus_AgeStd_Pct,2021,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2000,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2001,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2002,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2003,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2004,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2005,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2006,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2007,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2008,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2009,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2010,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2011,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2012,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2013,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2014,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2015,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2016,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2017,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2018,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2019,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2020,612,0,204,295.7
NCD_BMI_30C,Obesity_Adults_BMI30plus_Crude_Pct,2021,612,0,204,295.7
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2000,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2001,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2002,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2003,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2004,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2005,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2006,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2007,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2008,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2009,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2010,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2011,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2012,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2013,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2014,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2015,585,12,199,282.6
NCD_BMI_MEAN,Mean_BMI_AgeStd_kgm2,2016,585,12,199,282.6
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2000,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2001,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2002,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2003,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2004,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2005,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2006,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2007,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2008,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2009,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2010,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2011,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2012,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2013,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2014,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2015,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2016,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2017,588,0,196,284.1
NCD_CHOL_MEANHDL_A,Mean_HDL_Cholesterol_AgeStd_mmolL,2018,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2000,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2001,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2002,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2003,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2004,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2005,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2006,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2007,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2008,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2009,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2010,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2011,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2012,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2013,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2014,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2015,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2016,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2017,588,0,196,284.1
NCD_CHOL_MEANNONHDL_A,Mean_NonHDL_Cholesterol_AgeStd_mmolL,2018,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2000,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2001,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2002,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2003,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2004,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2005,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2006,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2007,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2008,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2009,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2010,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2011,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2012,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2013,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2014,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2015,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2016,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2017,588,0,196,284.1
NCD_CHOL_MEANNONHDL_C,Mean_NonHDL_Cholesterol_Crude_mmolL,2018,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2000,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2001,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2002,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2003,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2004,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2005,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2006,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2007,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2008,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2009,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2010,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2011,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2012,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2013,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2014,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2015,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2016,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2017,588,0,196,284.1
NCD_CHOL_MEANTOTALCHOL_A,Mean_TotalCholesterol_AgeStd_mmolL,2018,588,0,196,284.1
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,CervicalCancer_Screening_30to49_Pct,2019,800,0,200,386.5
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2000,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2001,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2002,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2003,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2004,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2005,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2006,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2007,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2008,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2009,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2010,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2011,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2012,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2013,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2014,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2015,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2016,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2017,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2018,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2019,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2020,1224,0,204,591.3
NCD_DIABETES_PREVALENCE_CRUDE,Diabetes_Prevalence_Crude_Pct,2021,1224,0,204,591.3
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2000,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2001,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2002,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2003,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2004,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2005,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2006,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2007,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2008,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2009,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2010,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2011,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2012,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2013,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2014,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2015,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2016,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2017,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2018,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2019,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2020,612,0,204,295.7
NCD_DIABETES_TREATMENT_AGESTD,Diabetes_Treatment_Coverage_AgeStd_Pct,2021,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2000,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2001,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2002,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2003,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2004,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2005,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2006,612,0,204,295.7
NCD_DIABETES_TREATMENT_CRUDE,Diabetes_Treatment_Coverage_Crude_Pct,2007,612,0,204,295.7
